"ACTIVEVERSIONID","CREATEDBYID","CREATEDDATE","DESCRIPTION","DEVELOPERNAME","ID","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","LATESTVERSIONID","NAME","NAMESPACEPREFIX","OWNERID","SURVEYTYPE","SYSTEMMODSTAMP","TOTALVERSIONSCOUNT"
"0Ks5f000007qxZ5CAI","0055f0000064LfuAAE","2022-02-11T15:15:08.000Z","","customer_service_survey","0Kd5f000007qyq2CAA","false","0055f0000064LfuAAE","2022-03-08T20:13:37.000Z","2022-03-09T14:40:05.000Z","2022-03-09T14:40:05.000Z","0Ks5f000007qxZ5CAI","Customer Service Survey","","0055f0000064LfuAAE","Survey","2022-03-08T20:13:37.000Z","3"
