"BRANDINGSETID","CREATEDBYID","CREATEDDATE","DESCRIPTION","ID","ISDELETED","ISTEMPLATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","SURVEYID","SURVEYSTATUS","SYSTEMMODSTAMP","VERSIONNUMBER"
"0Lw5f000000lEBuCAM","0055f0000064LfuAAE","2022-03-08T20:10:01.000Z","","0Ks5f000007qxZ5CAI","false","true","0055f0000064LfuAAE","2022-03-08T20:13:36.000Z","2022-03-09T14:22:48.000Z","2022-03-09T14:22:48.000Z","Customer Service Survey","0Kd5f000007qyq2CAA","Active","2022-03-08T20:13:36.000Z","3"
